GEO.id,GEO.display-label,GOVTYPE.id,GOVTYPE.display-label,PENITEM.id,PENITEM.display-label,AMOUNT
0400000US32,Nevada,2,State,62,   Inactive membership,14665
0400000US32,Nevada,2,State,7,   Total beneficiaries receiving periodic benefit payments,55287
0400000US32,Nevada,2,State,8,   Covered payroll,5113821
0400000US32,Nevada,2,State,9,   Pension obligations,44002610
0400000US32,Nevada,3,Local,8,   Covered payroll,X
0400000US32,Nevada,3,Local,9,   Pension obligations,X
0400000US33,New Hampshire,1,State and Local ,1,   Total Contributions,547568
0400000US33,New Hampshire,1,State and Local ,11,   Employee contributions,203789
0400000US33,New Hampshire,1,State and Local ,12,   Government contributions,343779
0400000US33,New Hampshire,1,State and Local ,121,   State government contributions,75158
0400000US33,New Hampshire,1,State and Local ,122,   Local government contributions,268621
0400000US33,New Hampshire,1,State and Local ,2,   Earnings on investments,1155162
0400000US33,New Hampshire,1,State and Local ,3,   Total payments,678860
0400000US33,New Hampshire,1,State and Local ,31,   Benefits,618750
0400000US33,New Hampshire,1,State and Local ,32,   Withdrawals,26284
0400000US33,New Hampshire,1,State and Local ,39,   Other payments,33826
0400000US33,New Hampshire,1,State and Local ,4,   Total cash and investment holdings,7596451
0400000US33,New Hampshire,1,State and Local ,41,   Total cash and short-term investments,189453
0400000US33,New Hampshire,1,State and Local ,411,   Cash and demand deposits,15761
0400000US33,New Hampshire,1,State and Local ,412,"   Time, savings deposits and nonfederal short-term investments",173692
0400000US33,New Hampshire,1,State and Local ,42,   Total securities,6697465
0400000US33,New Hampshire,1,State and Local ,421,   Governmental securities,5872
0400000US33,New Hampshire,1,State and Local ,4211,   Federal government,5305
0400000US33,New Hampshire,1,State and Local ,42111,   U.S. Treasury,0
0400000US33,New Hampshire,1,State and Local ,42112,   Federal agency,5305
0400000US33,New Hampshire,1,State and Local ,4212,   State and local government,567
0400000US33,New Hampshire,1,State and Local ,422,   Nongovernmental securities,6691593
0400000US33,New Hampshire,1,State and Local ,4221,   Corporate bonds,1203144
0400000US33,New Hampshire,1,State and Local ,4222,   Corporate stocks,4262887
0400000US33,New Hampshire,1,State and Local ,4223,   Mortgages,0
0400000US33,New Hampshire,1,State and Local ,4224,   Funds held in trust,1432
0400000US33,New Hampshire,1,State and Local ,4225,   Foreign and international securities,1204898
0400000US33,New Hampshire,1,State and Local ,4229,   Other nongovernmental securities,19232
0400000US33,New Hampshire,1,State and Local ,43,   Total other investments,709533
0400000US33,New Hampshire,1,State and Local ,431,   Real property,4647
0400000US33,New Hampshire,1,State and Local ,432,   Miscellaneous investments,704886
0400000US33,New Hampshire,1,State and Local ,6,   Total Membership,59213
0400000US33,New Hampshire,1,State and Local ,61,   Active membership,49718
0400000US33,New Hampshire,1,State and Local ,62,   Inactive membership,9495
0400000US33,New Hampshire,1,State and Local ,7,   Total beneficiaries receiving periodic benefit payments,31938
0400000US33,New Hampshire,1,State and Local ,8,   Covered payroll,N
0400000US33,New Hampshire,1,State and Local ,9,   Pension obligations,N
0400000US33,New Hampshire,2,State,1,   Total Contributions,531970
0400000US33,New Hampshire,2,State,11,   Employee contributions,199675
0400000US33,New Hampshire,2,State,12,   Government contributions,332295
0400000US33,New Hampshire,2,State,121,   State government contributions,75116
0400000US33,New Hampshire,2,State,122,   Local government contributions,257179
0400000US33,New Hampshire,2,State,2,   Earnings on investments,1123571
0400000US33,New Hampshire,2,State,3,   Total payments,662988
0400000US33,New Hampshire,2,State,31,   Benefits,604770
0400000US33,New Hampshire,2,State,32,   Withdrawals,26120
0400000US33,New Hampshire,2,State,39,   Other payments,32098
0400000US33,New Hampshire,2,State,4,   Total cash and investment holdings,7364577
0400000US33,New Hampshire,2,State,41,   Total cash and short-term investments,184618
0400000US33,New Hampshire,2,State,411,   Cash and demand deposits,10926
0400000US33,New Hampshire,2,State,412,"   Time, savings deposits and nonfederal short-term investments",173692
0400000US33,New Hampshire,2,State,42,   Total securities,6524822
0400000US33,New Hampshire,2,State,421,   Governmental securities,0
0400000US33,New Hampshire,2,State,4211,   Federal government,0
0400000US33,New Hampshire,2,State,42111,   U.S. Treasury,0
0400000US33,New Hampshire,2,State,42112,   Federal agency,0
0400000US33,New Hampshire,2,State,4212,   State and local government,0
0400000US33,New Hampshire,2,State,422,   Nongovernmental securities,6524822
0400000US33,New Hampshire,2,State,4221,   Corporate bonds,1160889
0400000US33,New Hampshire,2,State,4222,   Corporate stocks,4177334
0400000US33,New Hampshire,2,State,4223,   Mortgages,0
0400000US33,New Hampshire,2,State,4224,   Funds held in trust,0
0400000US33,New Hampshire,2,State,4225,   Foreign and international securities,1186599
0400000US33,New Hampshire,2,State,4229,   Other nongovernmental securities,0
0400000US33,New Hampshire,2,State,43,   Total other investments,655137
0400000US33,New Hampshire,2,State,431,   Real property,0
0400000US33,New Hampshire,2,State,432,   Miscellaneous investments,655137
0400000US33,New Hampshire,2,State,6,   Total Membership,57761
0400000US33,New Hampshire,2,State,61,   Active membership,48362
0400000US33,New Hampshire,2,State,62,   Inactive membership,9399
0400000US33,New Hampshire,2,State,7,   Total beneficiaries receiving periodic benefit payments,31109
0400000US33,New Hampshire,2,State,8,   Covered payroll,2514906
0400000US33,New Hampshire,2,State,9,   Pension obligations,11224913
0400000US33,New Hampshire,3,Local,1,   Total Contributions,15598
0400000US33,New Hampshire,3,Local,11,   Employee contributions,4114
0400000US33,New Hampshire,3,Local,12,   Government contributions,11484
0400000US33,New Hampshire,3,Local,121,   State government contributions,42
0400000US33,New Hampshire,3,Local,122,   Local government contributions,11442
0400000US33,New Hampshire,3,Local,2,   Earnings on investments,31591
0400000US33,New Hampshire,3,Local,3,   Total payments,15872
0400000US33,New Hampshire,3,Local,31,   Benefits,13980
0400000US33,New Hampshire,3,Local,32,   Withdrawals,164
0400000US33,New Hampshire,3,Local,39,   Other payments,1728
0400000US33,New Hampshire,3,Local,4,   Total cash and investment holdings,231874
0400000US33,New Hampshire,3,Local,41,   Total cash and short-term investments,4835
0400000US33,New Hampshire,3,Local,411,   Cash and demand deposits,4835
0400000US33,New Hampshire,3,Local,412,"   Time, savings deposits and nonfederal short-term investments",0
0400000US33,New Hampshire,3,Local,42,   Total securities,172643
0400000US33,New Hampshire,3,Local,421,   Governmental securities,5872
0400000US33,New Hampshire,3,Local,4211,   Federal government,5305
0400000US33,New Hampshire,3,Local,42111,   U.S. Treasury,0
0400000US33,New Hampshire,3,Local,42112,   Federal agency,5305
0400000US33,New Hampshire,3,Local,4212,   State and local government,567
0400000US33,New Hampshire,3,Local,422,   Nongovernmental securities,166771
0400000US33,New Hampshire,3,Local,4221,   Corporate bonds,42255
0400000US33,New Hampshire,3,Local,4222,   Corporate stocks,85553
0400000US33,New Hampshire,3,Local,4223,   Mortgages,0
0400000US33,New Hampshire,3,Local,4224,   Funds held in trust,1432
0400000US33,New Hampshire,3,Local,4225,   Foreign and international securities,18299
0400000US33,New Hampshire,3,Local,4229,   Other nongovernmental securities,19232
0400000US33,New Hampshire,3,Local,43,   Total other investments,54396
0400000US33,New Hampshire,3,Local,431,   Real property,4647
0400000US33,New Hampshire,3,Local,432,   Miscellaneous investments,49749
0400000US33,New Hampshire,3,Local,6,   Total Membership,1452
0400000US33,New Hampshire,3,Local,61,   Active membership,1356
0400000US33,New Hampshire,3,Local,62,   Inactive membership,96
0400000US33,New Hampshire,3,Local,7,   Total beneficiaries receiving periodic benefit payments,829
0400000US33,New Hampshire,3,Local,8,   Covered payroll,N
0400000US33,New Hampshire,3,Local,9,   Pension obligations,N
0400000US34,New Jersey,1,State and Local ,1,   Total Contributions,4465080
0400000US34,New Jersey,1,State and Local ,11,   Employee contributions,1966576
0400000US34,New Jersey,1,State and Local ,12,   Government contributions,2498504
0400000US34,New Jersey,1,State and Local ,121,   State government contributions,2489712
0400000US34,New Jersey,1,State and Local ,122,   Local government contributions,8792
0400000US34,New Jersey,1,State and Local ,2,   Earnings on investments,2420232
0400000US34,New Jersey,1,State and Local ,3,   Total payments,9506555
0400000US34,New Jersey,1,State and Local ,31,   Benefits,9277769
0400000US34,New Jersey,1,State and Local ,32,   Withdrawals,182608
0400000US34,New Jersey,1,State and Local ,39,   Other payments,46178
0400000US34,New Jersey,1,State and Local ,4,   Total cash and investment holdings,81721016
0400000US34,New Jersey,1,State and Local ,41,   Total cash and short-term investments,42102
0400000US34,New Jersey,1,State and Local ,411,   Cash and demand deposits,18685
0400000US34,New Jersey,1,State and Local ,412,"   Time, savings deposits and nonfederal short-term investments",23417
0400000US34,New Jersey,1,State and Local ,42,   Total securities,57490598
0400000US34,New Jersey,1,State and Local ,421,   Governmental securities,7518
0400000US34,New Jersey,1,State and Local ,4211,   Federal government,7466
0400000US34,New Jersey,1,State and Local ,42111,   U.S. Treasury,4106
0400000US34,New Jersey,1,State and Local ,42112,   Federal agency,3360
0400000US34,New Jersey,1,State and Local ,4212,   State and local government,52
0400000US34,New Jersey,1,State and Local ,422,   Nongovernmental securities,57483080
0400000US34,New Jersey,1,State and Local ,4221,   Corporate bonds,82834
0400000US34,New Jersey,1,State and Local ,4222,   Corporate stocks,115843
0400000US34,New Jersey,1,State and Local ,4223,   Mortgages,877682
0400000US34,New Jersey,1,State and Local ,4224,   Funds held in trust,7914
0400000US34,New Jersey,1,State and Local ,4225,   Foreign and international securities,54390528
0400000US34,New Jersey,1,State and Local ,4229,   Other nongovernmental securities,2008279
0400000US34,New Jersey,1,State and Local ,43,   Total other investments,24188316
0400000US34,New Jersey,1,State and Local ,431,   Real property,304
0400000US34,New Jersey,1,State and Local ,432,   Miscellaneous investments,24188012
0400000US34,New Jersey,1,State and Local ,6,   Total Membership,556063
0400000US34,New Jersey,1,State and Local ,61,   Active membership,463560
0400000US34,New Jersey,1,State and Local ,62,   Inactive membership,92503
0400000US34,New Jersey,1,State and Local ,7,   Total beneficiaries receiving periodic benefit payments,299919
0400000US34,New Jersey,1,State and Local ,8,   Covered payroll,N
0400000US34,New Jersey,1,State and Local ,9,   Pension obligations,N
0400000US34,New Jersey,2,State,1,   Total Contributions,4453810
0400000US34,New Jersey,2,State,11,   Employee contributions,1964317
0400000US34,New Jersey,2,State,12,   Government contributions,2489493
0400000US34,New Jersey,2,State,121,   State government contributions,2489493
0400000US34,New Jersey,2,State,122,   Local government contributions,0
0400000US34,New Jersey,2,State,2,   Earnings on investments,2408842
0400000US34,New Jersey,2,State,3,   Total payments,9498966
0400000US34,New Jersey,2,State,31,   Benefits,9270793
0400000US34,New Jersey,2,State,32,   Withdrawals,182425
0400000US34,New Jersey,2,State,39,   Other payments,45748
0400000US34,New Jersey,2,State,4,   Total cash and investment holdings,81627266
0400000US34,New Jersey,2,State,41,   Total cash and short-term investments,33799
0400000US34,New Jersey,2,State,411,   Cash and demand deposits,10516
0400000US34,New Jersey,2,State,412,"   Time, savings deposits and nonfederal short-term investments",23283
0400000US34,New Jersey,2,State,42,   Total securities,57408921
0400000US34,New Jersey,2,State,421,   Governmental securities,0
0400000US34,New Jersey,2,State,4211,   Federal government,0
0400000US34,New Jersey,2,State,42111,   U.S. Treasury,0
0400000US34,New Jersey,2,State,42112,   Federal agency,0
0400000US34,New Jersey,2,State,4212,   State and local government,0
0400000US34,New Jersey,2,State,422,   Nongovernmental securities,57408921
0400000US34,New Jersey,2,State,4221,   Corporate bonds,72993
0400000US34,New Jersey,2,State,4222,   Corporate stocks,74540
0400000US34,New Jersey,2,State,4223,   Mortgages,877682
0400000US34,New Jersey,2,State,4224,   Funds held in trust,0
0400000US34,New Jersey,2,State,4225,   Foreign and international securities,54377423
0400000US34,New Jersey,2,State,4229,   Other nongovernmental securities,2006283
0400000US34,New Jersey,2,State,43,   Total other investments,24184546
0400000US34,New Jersey,2,State,431,   Real property,0
0400000US34,New Jersey,2,State,432,   Miscellaneous investments,24184546
0400000US34,New Jersey,2,State,6,   Total Membership,555280
0400000US34,New Jersey,2,State,61,   Active membership,462791
0400000US34,New Jersey,2,State,62,   Inactive membership,92489
0400000US34,New Jersey,2,State,7,   Total beneficiaries receiving periodic benefit payments,299464
0400000US34,New Jersey,2,State,8,   Covered payroll,25496108
0400000US34,New Jersey,2,State,9,   Pension obligations,137196141
0400000US34,New Jersey,3,Local,1,   Total Contributions,11270
0400000US34,New Jersey,3,Local,11,   Employee contributions,2259
0400000US34,New Jersey,3,Local,12,   Government contributions,9011
0400000US34,New Jersey,3,Local,121,   State government contributions,219
0400000US34,New Jersey,3,Local,122,   Local government contributions,8792
0400000US34,New Jersey,3,Local,2,   Earnings on investments,11390
0400000US34,New Jersey,3,Local,3,   Total payments,7589
0400000US34,New Jersey,3,Local,31,   Benefits,6976
0400000US34,New Jersey,3,Local,32,   Withdrawals,183
0400000US34,New Jersey,3,Local,39,   Other payments,430
0400000US34,New Jersey,3,Local,4,   Total cash and investment holdings,93750
0400000US34,New Jersey,3,Local,41,   Total cash and short-term investments,8303
0400000US34,New Jersey,3,Local,411,   Cash and demand deposits,8169
0400000US34,New Jersey,3,Local,412,"   Time, savings deposits and nonfederal short-term investments",134
0400000US34,New Jersey,3,Local,42,   Total securities,81677
0400000US34,New Jersey,3,Local,421,   Governmental securities,7518
0400000US34,New Jersey,3,Local,4211,   Federal government,7466
0400000US34,New Jersey,3,Local,42111,   U.S. Treasury,4106
0400000US34,New Jersey,3,Local,42112,   Federal agency,3360
0400000US34,New Jersey,3,Local,4212,   State and local government,52
0400000US34,New Jersey,3,Local,422,   Nongovernmental securities,74159
0400000US34,New Jersey,3,Local,4221,   Corporate bonds,9841
0400000US34,New Jersey,3,Local,4222,   Corporate stocks,41303
0400000US34,New Jersey,3,Local,4223,   Mortgages,0
0400000US34,New Jersey,3,Local,4224,   Funds held in trust,7914
0400000US34,New Jersey,3,Local,4225,   Foreign and international securities,13105
0400000US34,New Jersey,3,Local,4229,   Other nongovernmental securities,1996
0400000US34,New Jersey,3,Local,43,   Total other investments,3770
0400000US34,New Jersey,3,Local,431,   Real property,304
0400000US34,New Jersey,3,Local,432,   Miscellaneous investments,3466
0400000US34,New Jersey,3,Local,6,   Total Membership,783
0400000US34,New Jersey,3,Local,61,   Active membership,769
0400000US34,New Jersey,3,Local,62,   Inactive membership,14
0400000US34,New Jersey,3,Local,7,   Total beneficiaries receiving periodic benefit payments,455
0400000US34,New Jersey,3,Local,8,   Covered payroll,N
0400000US34,New Jersey,3,Local,9,   Pension obligations,N
0400000US35,New Mexico,1,State and Local ,1,   Total Contributions,1180162
0400000US35,New Mexico,1,State and Local ,11,   Employee contributions,509140
0400000US35,New Mexico,1,State and Local ,12,   Government contributions,671022
0400000US35,New Mexico,1,State and Local ,121,   State government contributions,257033
0400000US35,New Mexico,1,State and Local ,122,   Local government contributions,413989
0400000US35,New Mexico,1,State and Local ,2,   Earnings on investments,3652881
0400000US35,New Mexico,1,State and Local ,3,   Total payments,1979833
0400000US35,New Mexico,1,State and Local ,31,   Benefits,1821097
0400000US35,New Mexico,1,State and Local ,32,   Withdrawals,86367
0400000US35,New Mexico,1,State and Local ,39,   Other payments,72370
0400000US35,New Mexico,1,State and Local ,4,   Total cash and investment holdings,25924926
0400000US35,New Mexico,1,State and Local ,41,   Total cash and short-term investments,856165
0400000US35,New Mexico,1,State and Local ,411,   Cash and demand deposits,554692
0400000US35,New Mexico,1,State and Local ,412,"   Time, savings deposits and nonfederal short-term investments",301473
0400000US35,New Mexico,1,State and Local ,42,   Total securities,18292180
0400000US35,New Mexico,1,State and Local ,421,   Governmental securities,1738991
0400000US35,New Mexico,1,State and Local ,4211,   Federal government,1723662
0400000US35,New Mexico,1,State and Local ,42111,   U.S. Treasury,345151
0400000US35,New Mexico,1,State and Local ,42112,   Federal agency,1378511
0400000US35,New Mexico,1,State and Local ,4212,   State and local government,15329
0400000US35,New Mexico,1,State and Local ,422,   Nongovernmental securities,16553189
0400000US35,New Mexico,1,State and Local ,4221,   Corporate bonds,3483007
0400000US35,New Mexico,1,State and Local ,4222,   Corporate stocks,6971183
0400000US35,New Mexico,1,State and Local ,4223,   Mortgages,0
0400000US35,New Mexico,1,State and Local ,4224,   Funds held in trust,276615
0400000US35,New Mexico,1,State and Local ,4225,   Foreign and international securities,5806408
0400000US35,New Mexico,1,State and Local ,4229,   Other nongovernmental securities,15976
0400000US35,New Mexico,1,State and Local ,43,   Total other investments,6776581
0400000US35,New Mexico,1,State and Local ,431,   Real property,1380805
0400000US35,New Mexico,1,State and Local ,432,   Miscellaneous investments,5395776
0400000US35,New Mexico,1,State and Local ,6,   Total Membership,165376
0400000US35,New Mexico,1,State and Local ,61,   Active membership,118132
0400000US35,New Mexico,1,State and Local ,62,   Inactive membership,47244
0400000US35,New Mexico,1,State and Local ,7,   Total beneficiaries receiving periodic benefit payments,76927
0400000US35,New Mexico,1,State and Local ,8,   Covered payroll,N
0400000US35,New Mexico,1,State and Local ,9,   Pension obligations,N
0400000US35,New Mexico,2,State,1,   Total Contributions,1180162
0400000US35,New Mexico,2,State,11,   Employee contributions,509140
0400000US35,New Mexico,2,State,12,   Government contributions,671022
0400000US35,New Mexico,2,State,121,   State government contributions,257033
0400000US35,New Mexico,2,State,122,   Local government contributions,413989
0400000US35,New Mexico,2,State,2,   Earnings on investments,3652881
0400000US35,New Mexico,2,State,3,   Total payments,1979833
0400000US35,New Mexico,2,State,31,   Benefits,1821097
0400000US35,New Mexico,2,State,32,   Withdrawals,86367
0400000US35,New Mexico,2,State,39,   Other payments,72370
0400000US35,New Mexico,2,State,4,   Total cash and investment holdings,25924926
0400000US35,New Mexico,2,State,41,   Total cash and short-term investments,856165
0400000US35,New Mexico,2,State,411,   Cash and demand deposits,554692
0400000US35,New Mexico,2,State,412,"   Time, savings deposits and nonfederal short-term investments",301473
0400000US35,New Mexico,2,State,42,   Total securities,18292180
0400000US35,New Mexico,2,State,421,   Governmental securities,1738991
0400000US35,New Mexico,2,State,4211,   Federal government,1723662
0400000US35,New Mexico,2,State,42111,   U.S. Treasury,345151
0400000US35,New Mexico,2,State,42112,   Federal agency,1378511
0400000US35,New Mexico,2,State,4212,   State and local government,15329
0400000US35,New Mexico,2,State,422,   Nongovernmental securities,16553189
0400000US35,New Mexico,2,State,4221,   Corporate bonds,3483007
0400000US35,New Mexico,2,State,4222,   Corporate stocks,6971183
0400000US35,New Mexico,2,State,4223,   Mortgages,0
0400000US35,New Mexico,2,State,4224,   Funds held in trust,276615
0400000US35,New Mexico,2,State,4225,   Foreign and international securities,5806408
0400000US35,New Mexico,2,State,4229,   Other nongovernmental securities,15976
0400000US35,New Mexico,2,State,43,   Total other investments,6776581
0400000US35,New Mexico,2,State,431,   Real property,1380805
0400000US35,New Mexico,2,State,432,   Miscellaneous investments,5395776
0400000US35,New Mexico,2,State,6,   Total Membership,165376
0400000US35,New Mexico,2,State,61,   Active membership,118132
0400000US35,New Mexico,2,State,62,   Inactive membership,47244
0400000US35,New Mexico,2,State,7,   Total beneficiaries receiving periodic benefit payments,76927
0400000US35,New Mexico,2,State,8,   Covered payroll,4837185
0400000US35,New Mexico,2,State,9,   Pension obligations,34998335
0400000US35,New Mexico,3,Local,8,   Covered payroll,N
0400000US35,New Mexico,3,Local,9,   Pension obligations,N
0400000US36,New York,1,State and Local ,1,   Total Contributions,19489483
0400000US36,New York,1,State and Local ,11,   Employee contributions,1379914
0400000US36,New York,1,State and Local ,12,   Government contributions,18109569
0400000US36,New York,1,State and Local ,121,   State government contributions,4549749
0400000US36,New York,1,State and Local ,122,   Local government contributions,13559820
0400000US36,New York,1,State and Local ,2,   Earnings on investments,65174766
0400000US36,New York,1,State and Local ,3,   Total payments,29024809
0400000US36,New York,1,State and Local ,31,   Benefits,27244852
0400000US36,New York,1,State and Local ,32,   Withdrawals,165913
0400000US36,New York,1,State and Local ,39,   Other payments,1614044
0400000US36,New York,1,State and Local ,4,   Total cash and investment holdings,431972245
0400000US36,New York,1,State and Local ,41,   Total cash and short-term investments,12807533
0400000US36,New York,1,State and Local ,411,   Cash and demand deposits,1257334
0400000US36,New York,1,State and Local ,412,"   Time, savings deposits and nonfederal short-term investments",11550199
0400000US36,New York,1,State and Local ,42,   Total securities,374164843
0400000US36,New York,1,State and Local ,421,   Governmental securities,55353368
0400000US36,New York,1,State and Local ,4211,   Federal government,55341338
0400000US36,New York,1,State and Local ,42111,   U.S. Treasury,49413560
0400000US36,New York,1,State and Local ,42112,   Federal agency,5927778
0400000US36,New York,1,State and Local ,4212,   State and local government,12030
0400000US36,New York,1,State and Local ,422,   Nongovernmental securities,318811475
0400000US36,New York,1,State and Local ,4221,   Corporate bonds,38241369
0400000US36,New York,1,State and Local ,4222,   Corporate stocks,193807115
0400000US36,New York,1,State and Local ,4223,   Mortgages,3945717
0400000US36,New York,1,State and Local ,4224,   Funds held in trust,386035
0400000US36,New York,1,State and Local ,4225,   Foreign and international securities,78612316
0400000US36,New York,1,State and Local ,4229,   Other nongovernmental securities,3818923
0400000US36,New York,1,State and Local ,43,   Total other investments,44999869
0400000US36,New York,1,State and Local ,431,   Real property,17990551
0400000US36,New York,1,State and Local ,432,   Miscellaneous investments,27009318
0400000US36,New York,1,State and Local ,6,   Total Membership,1360645
0400000US36,New York,1,State and Local ,61,   Active membership,1175357
0400000US36,New York,1,State and Local ,62,   Inactive membership,185288
0400000US36,New York,1,State and Local ,7,   Total beneficiaries receiving periodic benefit payments,874916
0400000US36,New York,1,State and Local ,8,   Covered payroll,N
0400000US36,New York,1,State and Local ,9,   Pension obligations,N
0400000US36,New York,2,State,1,   Total Contributions,8835180
0400000US36,New York,2,State,11,   Employee contributions,402428
0400000US36,New York,2,State,12,   Government contributions,8432752
0400000US36,New York,2,State,121,   State government contributions,4493998
0400000US36,New York,2,State,122,   Local government contributions,3938754
0400000US36,New York,2,State,2,   Earnings on investments,38070424
0400000US36,New York,2,State,3,   Total payments,17085651
0400000US36,New York,2,State,31,   Benefits,16098252
0400000US36,New York,2,State,32,   Withdrawals,18991
0400000US36,New York,2,State,39,   Other payments,968408
0400000US36,New York,2,State,4,   Total cash and investment holdings,282449177
0400000US36,New York,2,State,41,   Total cash and short-term investments,8744208
0400000US36,New York,2,State,411,   Cash and demand deposits,0
0400000US36,New York,2,State,412,"   Time, savings deposits and nonfederal short-term investments",8744208
0400000US36,New York,2,State,42,   Total securities,240695757
0400000US36,New York,2,State,421,   Governmental securities,37876620
0400000US36,New York,2,State,4211,   Federal government,37876620
0400000US36,New York,2,State,42111,   U.S. Treasury,34028891
0400000US36,New York,2,State,42112,   Federal agency,3847729
0400000US36,New York,2,State,4212,   State and local government,0
0400000US36,New York,2,State,422,   Nongovernmental securities,202819137
0400000US36,New York,2,State,4221,   Corporate bonds,19781479
0400000US36,New York,2,State,4222,   Corporate stocks,127819067
0400000US36,New York,2,State,4223,   Mortgages,3467991
0400000US36,New York,2,State,4224,   Funds held in trust,1
0400000US36,New York,2,State,4225,   Foreign and international securities,51531346
0400000US36,New York,2,State,4229,   Other nongovernmental securities,219253
0400000US36,New York,2,State,43,   Total other investments,33009212
0400000US36,New York,2,State,431,   Real property,17668754
0400000US36,New York,2,State,432,   Miscellaneous investments,15340458
0400000US36,New York,2,State,6,   Total Membership,913698
0400000US36,New York,2,State,61,   Active membership,786749
0400000US36,New York,2,State,62,   Inactive membership,126949
0400000US36,New York,2,State,7,   Total beneficiaries receiving periodic benefit payments,578336
0400000US36,New York,2,State,8,   Covered payroll,42215800
0400000US36,New York,2,State,9,   Pension obligations,269714900
0400000US36,New York,3,Local,1,   Total Contributions,10654303
0400000US36,New York,3,Local,11,   Employee contributions,977486
0400000US36,New York,3,Local,12,   Government contributions,9676817
0400000US36,New York,3,Local,121,   State government contributions,55751
0400000US36,New York,3,Local,122,   Local government contributions,9621066
0400000US36,New York,3,Local,2,   Earnings on investments,27104342
0400000US36,New York,3,Local,3,   Total payments,11939158
0400000US36,New York,3,Local,31,   Benefits,11146600
0400000US36,New York,3,Local,32,   Withdrawals,146922
0400000US36,New York,3,Local,39,   Other payments,645636
0400000US36,New York,3,Local,4,   Total cash and investment holdings,149523068
0400000US36,New York,3,Local,41,   Total cash and short-term investments,4063325
0400000US36,New York,3,Local,411,   Cash and demand deposits,1257334
0400000US36,New York,3,Local,412,"   Time, savings deposits and nonfederal short-term investments",2805991
0400000US36,New York,3,Local,42,   Total securities,133469086
0400000US36,New York,3,Local,421,   Governmental securities,17476748
0400000US36,New York,3,Local,4211,   Federal government,17464718
0400000US36,New York,3,Local,42111,   U.S. Treasury,15384669
0400000US36,New York,3,Local,42112,   Federal agency,2080049
0400000US36,New York,3,Local,4212,   State and local government,12030
0400000US36,New York,3,Local,422,   Nongovernmental securities,115992338
0400000US36,New York,3,Local,4221,   Corporate bonds,18459890
0400000US36,New York,3,Local,4222,   Corporate stocks,65988048
0400000US36,New York,3,Local,4223,   Mortgages,477726
0400000US36,New York,3,Local,4224,   Funds held in trust,386034
0400000US36,New York,3,Local,4225,   Foreign and international securities,27080970
0400000US36,New York,3,Local,4229,   Other nongovernmental securities,3599670
0400000US36,New York,3,Local,43,   Total other investments,11990657
0400000US36,New York,3,Local,431,   Real property,321797
0400000US36,New York,3,Local,432,   Miscellaneous investments,11668860
0400000US36,New York,3,Local,6,   Total Membership,446947
0400000US36,New York,3,Local,61,   Active membership,388608
0400000US36,New York,3,Local,62,   Inactive membership,58339
0400000US36,New York,3,Local,7,   Total beneficiaries receiving periodic benefit payments,296580
0400000US36,New York,3,Local,8,   Covered payroll,N
0400000US36,New York,3,Local,9,   Pension obligations,N
0400000US37,North Carolina,1,State and Local ,1,   Total Contributions,2846272
0400000US37,North Carolina,1,State and Local ,11,   Employee contributions,1191915
0400000US37,North Carolina,1,State and Local ,12,   Government contributions,1654357
0400000US37,North Carolina,1,State and Local ,121,   State government contributions,1206956
0400000US37,North Carolina,1,State and Local ,122,   Local government contributions,447401
0400000US37,North Carolina,1,State and Local ,2,   Earnings on investments,10987495
0400000US37,North Carolina,1,State and Local ,3,   Total payments,5357503
0400000US37,North Carolina,1,State and Local ,31,   Benefits,5025234
0400000US37,North Carolina,1,State and Local ,32,   Withdrawals,178641
0400000US37,North Carolina,1,State and Local ,39,   Other payments,153628
0400000US37,North Carolina,1,State and Local ,4,   Total cash and investment holdings,85238478
0400000US37,North Carolina,1,State and Local ,41,   Total cash and short-term investments,2076986
0400000US37,North Carolina,1,State and Local ,411,   Cash and demand deposits,2076841
0400000US37,North Carolina,1,State and Local ,412,"   Time, savings deposits and nonfederal short-term investments",145
0400000US37,North Carolina,1,State and Local ,42,   Total securities,67463019
0400000US37,North Carolina,1,State and Local ,421,   Governmental securities,8866751
0400000US37,North Carolina,1,State and Local ,4211,   Federal government,8865995
0400000US37,North Carolina,1,State and Local ,42111,   U.S. Treasury,2338536
0400000US37,North Carolina,1,State and Local ,42112,   Federal agency,6527459
0400000US37,North Carolina,1,State and Local ,4212,   State and local government,756
0400000US37,North Carolina,1,State and Local ,422,   Nongovernmental securities,58596268
0400000US37,North Carolina,1,State and Local ,4221,   Corporate bonds,17796065
0400000US37,North Carolina,1,State and Local ,4222,   Corporate stocks,18698519
0400000US37,North Carolina,1,State and Local ,4223,   Mortgages,0
0400000US37,North Carolina,1,State and Local ,4224,   Funds held in trust,23332
0400000US37,North Carolina,1,State and Local ,4225,   Foreign and international securities,21933596
0400000US37,North Carolina,1,State and Local ,4229,   Other nongovernmental securities,144756
0400000US37,North Carolina,1,State and Local ,43,   Total other investments,15698473
0400000US37,North Carolina,1,State and Local ,431,   Real property,7561366
0400000US37,North Carolina,1,State and Local ,432,   Miscellaneous investments,8137107
0400000US37,North Carolina,1,State and Local ,6,   Total Membership,665816
0400000US37,North Carolina,1,State and Local ,61,   Active membership,483967
0400000US37,North Carolina,1,State and Local ,62,   Inactive membership,181849
